"hgnc_symbol","ensembl_gene_id","description","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AACS","ENSG00000081760","acetoacetyl-CoA synthetase [Source:HGNC Symbol;Acc:HGNC:21298]",860.187476561106,0.273571061951241,0.0813907887835492,3.36120421045158,0.000776034265796876,0.00417323238263076
"AACSP1","ENSG00000250420","acetoacetyl-CoA synthetase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:18226]",1.45963342063356,-1.19622358983722,1.70676486505631,-0.700871932817618,0.483382941754861,.
"AADACL4","ENSG00000204518","arylacetamide deacetylase like 4 [Source:HGNC Symbol;Acc:HGNC:32038]",0.215575506924577,-0.377201586719523,4.06495788224776,-0.0927934796979853,0.926067631108748,.
"AADAT","ENSG00000109576","aminoadipate aminotransferase [Source:HGNC Symbol;Acc:HGNC:17929]",535.382637629123,0.0727679774551955,0.0944528534995275,0.770415871613233,0.441053241507507,0.60633600212907
"AAGAB","ENSG00000103591","alpha and gamma adaptin binding protein [Source:HGNC Symbol;Acc:HGNC:25662]",2613.70664090997,-0.0140061795908047,0.060446767852181,-0.231710976260236,0.816762505558999,0.894741382482344
"AAK1","ENSG00000115977","AP2 associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:19679]",1511.47059440313,-0.0695161241789276,0.0723406852712645,-0.960954736857339,0.336574926888881,0.504720671412004
"AAMP","ENSG00000127837","angio associated migratory cell protein [Source:HGNC Symbol;Acc:HGNC:18]",3156.70141024047,-0.0894265655371455,0.0555671520207734,-1.60934225140266,0.107541525131649,0.22209993780448
"AANAT","ENSG00000129673","aralkylamine N-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:19]",6.94497013375795,0.0991342830601428,0.777104686062622,0.12756876240501,0.898490253097231,0.943640425591822
"AARS",.,.,3690.03330258063,0.0158018823102269,0.0541418666365499,0.291860685489544,0.770393143785556,0.862588342300605
"AARS2","ENSG00000124608","alanyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21022]",2255.39148886102,0.392528200359991,0.0561859609946237,6.98623274233133,2.82365513055088e-12,1.15747509520418e-10
"AARSD1","ENSG00000266967","alanyl-tRNA synthetase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28417]",873.807315646392,0.346793698006062,0.0790975235788725,4.38438123363312,1.16315919894327e-05,0.000113013391587133
"AASDH","ENSG00000157426","aminoadipate-semialdehyde dehydrogenase [Source:HGNC Symbol;Acc:HGNC:23993]",796.359854991024,0.143591899508596,0.0787767296693172,1.82277050737388,0.0683381563472603,0.158179618148247
"AASDHPPT","ENSG00000149313","aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase [Source:HGNC Symbol;Acc:HGNC:14235]",3560.52307574277,-0.190728911765767,0.0598120287957337,-3.18880525549689,0.00142862086105146,0.00699898599614894
"AASS","ENSG00000008311","aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]",1018.37800174182,0.273133673441293,0.0918058781428182,2.97512184368404,0.00292872195385206,0.0126884061001243
"AATF","ENSG00000275700","apoptosis antagonizing transcription factor [Source:HGNC Symbol;Acc:HGNC:19235]",2613.47138757535,0.0640823057646725,0.0569687070561551,1.12486853004239,0.260644749220858,0.424532190850758
"AATF","ENSG00000276072","apoptosis antagonizing transcription factor [Source:HGNC Symbol;Acc:HGNC:19235]",2613.47138757535,0.0640823057646725,0.0569687070561551,1.12486853004239,0.260644749220858,0.424532190850758
"AATK","ENSG00000181409","apoptosis associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:21]",264.021563951916,-0.56292591258328,0.149885136436495,-3.75571538290448,0.000172847037963101,0.00117266794659529
"AATK-AS1",.,.,2.58860044931531,-2.99956941220624,1.74645858282543,-1.71751534316577,0.0858850534790064,.
"ABAT","ENSG00000183044","4-aminobutyrate aminotransferase [Source:HGNC Symbol;Acc:HGNC:23]",384.161134678001,-0.599889396188765,0.115665970747791,-5.18639486022058,2.14403975675989e-07,3.35108668621948e-06
"ABCA1","ENSG00000165029","ATP binding cassette subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:29]",108.221084734236,-0.535213368540797,0.219822141218384,-2.43475641522883,0.0149018174660756,0.0476956399161414
"ABCA10","ENSG00000154263","ATP binding cassette subfamily A member 10 [Source:HGNC Symbol;Acc:HGNC:30]",20.5070871518849,-0.423583611577661,0.433572487253656,-0.976961463262423,0.328588231113979,0.497122091594778
"ABCA11P","ENSG00000251595","ATP binding cassette subfamily A member 11, pseudogene [Source:HGNC Symbol;Acc:HGNC:31]",195.456075183862,-0.0461553075430024,0.144034148747324,-0.320446976945528,0.74862951898209,0.846485313457478
"ABCA12","ENSG00000144452","ATP binding cassette subfamily A member 12 [Source:HGNC Symbol;Acc:HGNC:14637]",5.86178644624676,-0.706130530625191,0.834552136331514,-0.846119133705854,0.397486287831903,0.564760413954031
"ABCA13","ENSG00000179869","ATP binding cassette subfamily A member 13 [Source:HGNC Symbol;Acc:HGNC:14638]",4.55711459781512,1.43516439084601,0.859483594126539,1.6697984704461,0.0949592431280344,.
"ABCA17P","ENSG00000238098","ATP binding cassette subfamily A member 17, pseudogene [Source:HGNC Symbol;Acc:HGNC:32972]",11.5026176570889,-0.40676489480252,0.58020151354574,-0.701075204572787,0.483256083488077,0.644137755132176
"ABCA2","ENSG00000107331","ATP binding cassette subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:32]",859.231929191648,-0.167534418811357,0.101404074468868,-1.65214681647522,0.0985046251156707,0.207535646297405
"ABCA3","ENSG00000167972","ATP binding cassette subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:33]",811.095893826766,0.218859614189445,0.0949744726428536,2.30440462683541,0.0211999405257991,0.0636571851582557
"ABCA4","ENSG00000198691","ATP binding cassette subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:34]",7.41314224185916,-1.34318108697116,0.77830409655042,-1.72577928463228,0.0843871279829335,0.184809475661525
"ABCA5","ENSG00000154265","ATP binding cassette subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:35]",1039.85343690225,-0.257463385993368,0.0792970423725588,-3.24682205401477,0.00116701330219409,0.00590000607318172
"ABCA6","ENSG00000154262","ATP binding cassette subfamily A member 6 [Source:HGNC Symbol;Acc:HGNC:36]",6.12494272420089,-1.10561470262712,0.736875948393178,-1.50040818273144,0.133508701211108,0.261101609015077
"ABCA7","ENSG00000064687","ATP binding cassette subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:37]",387.332376132663,0.0679139411059546,0.114408459742949,0.593609434639206,0.552773369283915,0.702876142279899
"ABCA8","ENSG00000141338","ATP binding cassette subfamily A member 8 [Source:HGNC Symbol;Acc:HGNC:38]",43.0593542427917,-0.956579744304287,0.312389694902203,-3.06213604326402,0.00219763547424857,0.00998901835223106
"ABCA9","ENSG00000154258","ATP binding cassette subfamily A member 9 [Source:HGNC Symbol;Acc:HGNC:39]",11.2265541551292,-1.36612879093265,0.583750538165029,-2.34026129590726,0.0192702524835889,0.0589451944447799
"ABCB1","ENSG00000085563","ATP binding cassette subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:40]",729.169590165103,-0.5423501173229,0.0866526024538931,-6.25890165977967,3.87698240450678e-10,1.06795742263151e-08
"ABCB10","ENSG00000135776","ATP binding cassette subfamily B member 10 [Source:HGNC Symbol;Acc:HGNC:41]",1483.44155508834,-0.782123351411626,0.0806374102282935,-9.69926178429277,3.0368788324014e-22,4.62558328825374e-20
"ABCB11","ENSG00000073734","ATP binding cassette subfamily B member 11 [Source:HGNC Symbol;Acc:HGNC:42]",1.2162754957169,-1.8443511924176,1.99278248482386,-0.925515557499806,0.35469779498998,.
"ABCB11","ENSG00000276582","ATP binding cassette subfamily B member 11 [Source:HGNC Symbol;Acc:HGNC:42]",1.2162754957169,-1.8443511924176,1.99278248482386,-0.925515557499806,0.35469779498998,.
"ABCB4","ENSG00000005471","ATP binding cassette subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:45]",137.150390249508,-0.364855168221865,0.188077624789912,-1.93991799199623,0.0523896571341559,0.129399954409578
"ABCB5","ENSG00000004846","ATP binding cassette subfamily B member 5 [Source:HGNC Symbol;Acc:HGNC:46]",4.24663741101449,-1.75263507155419,1.07039114424043,-1.63737815002,0.101551480802114,.
"ABCB6","ENSG00000115657","ATP binding cassette subfamily B member 6 (Langereis blood group) [Source:HGNC Symbol;Acc:HGNC:47]",246.003743077997,-0.103245888232762,0.136250439695835,-0.757765541625021,0.448591354385534,0.613358125427678
"ABCB7","ENSG00000131269","ATP binding cassette subfamily B member 7 [Source:HGNC Symbol;Acc:HGNC:48]",1427.08599140776,0.169319744110274,0.0650877755123018,2.60140622071609,0.00928424450482339,0.0327149064701602
"ABCB8","ENSG00000197150","ATP binding cassette subfamily B member 8 [Source:HGNC Symbol;Acc:HGNC:49]",1030.24384337276,0.119548545716039,0.0949153272366893,1.25952835223253,0.20783955611527,0.360499647628317
"ABCB9","ENSG00000150967","ATP binding cassette subfamily B member 9 [Source:HGNC Symbol;Acc:HGNC:50]",205.677987864865,-0.0586035353576693,0.145981144856342,-0.401445922453481,0.68809184493703,0.804109167028056
"ABCC1","ENSG00000278183","ATP binding cassette subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:51]",1824.13634490054,0.0858955605236544,0.0623030224949334,1.37867405278194,0.167995273056875,0.310010044210905
"ABCC1","ENSG00000103222","ATP binding cassette subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:51]",1824.13634490054,0.0858955605236544,0.0623030224949334,1.37867405278194,0.167995273056875,0.310010044210905
"ABCC10","ENSG00000124574","ATP binding cassette subfamily C member 10 [Source:HGNC Symbol;Acc:HGNC:52]",575.224113137901,0.0506213608516845,0.0917580185862445,0.551683238496534,0.581165395771791,0.724463258341535
"ABCC11","ENSG00000121270","ATP binding cassette subfamily C member 11 [Source:HGNC Symbol;Acc:HGNC:14639]",14.503334785599,0.205290266986921,0.503519682273575,0.407710511056808,0.68348621970284,0.801661255823297
"ABCC12","ENSG00000140798","ATP binding cassette subfamily C member 12 [Source:HGNC Symbol;Acc:HGNC:14640]",0.584923854060932,0.609220695597291,2.42356649735538,0.251373624887982,0.801525257445721,.
"ABCC13","ENSG00000243064","ATP binding cassette subfamily C member 13 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:16022]",0.111548257819013,-0.377200628225187,4.56207696005969,-0.0826817766397899,0.934104575385529,.
"ABCC2","ENSG00000023839","ATP binding cassette subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:53]",93.4689746063509,0.206434044798415,0.193290338983228,1.06799980735885,0.285520598693116,0.452015184557497
"ABCC3","ENSG00000108846","ATP binding cassette subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:54]",2.20605463984553,-0.395421919699077,1.27200779306171,-0.310864384523385,0.755903720945021,.
"ABCC4","ENSG00000125257","ATP binding cassette subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:55]",670.039738112471,-0.100602109609267,0.0855729134557343,-1.17563029639405,0.239742643490653,0.39951629672317
"ABCC5","ENSG00000114770","ATP binding cassette subfamily C member 5 [Source:HGNC Symbol;Acc:HGNC:56]",2012.89642223321,0.292635029014623,0.0643888922870034,4.5448060778907,5.49858532071959e-06,5.85510771368742e-05
"ABCC6","ENSG00000091262","ATP binding cassette subfamily C member 6 [Source:HGNC Symbol;Acc:HGNC:57]",87.8078117125294,0.151564876705202,0.218316150884495,0.69424491083754,0.487528632258259,0.647814303007553
"ABCC6","ENSG00000275331","ATP binding cassette subfamily C member 6 [Source:HGNC Symbol;Acc:HGNC:57]",87.8078117125294,0.151564876705202,0.218316150884495,0.69424491083754,0.487528632258259,0.647814303007553
"ABCC6P1","ENSG00000256340","ATP binding cassette subfamily C member 6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33352]",24.8900219262557,0.210027185242646,0.39735331722844,0.528565324954618,0.597107019779964,0.737061390378319
"ABCC6P2","ENSG00000273808","ATP binding cassette subfamily C member 6 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:33353]",7.00005077562097,-0.124897284606583,0.788212457594068,-0.158456369730337,0.874097198158038,0.929371343456288
"ABCC6P2","ENSG00000255277","ATP binding cassette subfamily C member 6 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:33353]",7.00005077562097,-0.124897284606583,0.788212457594068,-0.158456369730337,0.874097198158038,0.929371343456288
"ABCC8","ENSG00000006071","ATP binding cassette subfamily C member 8 [Source:HGNC Symbol;Acc:HGNC:59]",59.7707057622567,-0.362850514978691,0.278599338769245,-1.30240982114903,0.192776327035675,0.342439174116881
"ABCC9","ENSG00000069431","ATP binding cassette subfamily C member 9 [Source:HGNC Symbol;Acc:HGNC:60]",3.9096435063225,-0.0850416245053256,1.07157287194957,-0.0793614944269774,0.936745095000091,.
"ABCD1","ENSG00000101986","ATP binding cassette subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:61]",232.738821409769,0.105560082214981,0.153018386926043,0.689852274197612,0.490287091420755,0.650367166351848
"ABCD2","ENSG00000173208","ATP binding cassette subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:66]",43.9193595855086,-1.3604560496043,0.330193811474628,-4.12017428045843,3.78585922699757e-05,0.000316902526673676
"ABCD3","ENSG00000117528","ATP binding cassette subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:67]",3040.32256839294,0.00226219815862692,0.0784551380876137,0.0288342894266611,0.976996753234421,0.987121302253171
"ABCD4","ENSG00000119688","ATP binding cassette subfamily D member 4 [Source:HGNC Symbol;Acc:HGNC:68]",1188.28208469848,-0.0178001889835051,0.0731967243743913,-0.243182862834948,0.807863741922066,0.888825483439523
"ABCE1","ENSG00000164163","ATP binding cassette subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:69]",4177.09178592896,0.173657567799882,0.0689967124422693,2.51689626437179,0.011839368169163,0.0396756738300511
"ABCF1","ENSG00000225989","ATP binding cassette subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:70]",5876.27028171906,0.134355816647907,0.0545479997850758,2.46307503808172,0.0137751083088278,0.0448564415606684
"ABCF1","ENSG00000236342","ATP binding cassette subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:70]",5876.27028171906,0.134355816647907,0.0545479997850758,2.46307503808172,0.0137751083088278,0.0448564415606684
"ABCF1","ENSG00000236149","ATP binding cassette subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:70]",5876.27028171906,0.134355816647907,0.0545479997850758,2.46307503808172,0.0137751083088278,0.0448564415606684
"ABCF1","ENSG00000231129","ATP binding cassette subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:70]",5876.27028171906,0.134355816647907,0.0545479997850758,2.46307503808172,0.0137751083088278,0.0448564415606684
"ABCF1","ENSG00000232169","ATP binding cassette subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:70]",5876.27028171906,0.134355816647907,0.0545479997850758,2.46307503808172,0.0137751083088278,0.0448564415606684
"ABCF1","ENSG00000206490","ATP binding cassette subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:70]",5876.27028171906,0.134355816647907,0.0545479997850758,2.46307503808172,0.0137751083088278,0.0448564415606684
"ABCF1","ENSG00000204574","ATP binding cassette subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:70]",5876.27028171906,0.134355816647907,0.0545479997850758,2.46307503808172,0.0137751083088278,0.0448564415606684
"ABCF2","ENSG00000033050","ATP binding cassette subfamily F member 2 [Source:HGNC Symbol;Acc:HGNC:71]",3488.6483291508,0.256212470840646,0.0567049423308121,4.51834461528807,6.23249864747958e-06,6.56461688049103e-05
"ABCF3","ENSG00000161204","ATP binding cassette subfamily F member 3 [Source:HGNC Symbol;Acc:HGNC:72]",984.473363396655,0.335551981758411,0.0787666051885084,4.2600792677982,2.04354416323215e-05,0.000184584314651015
"ABCG1","ENSG00000160179","ATP binding cassette subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:73]",111.541849399807,-1.40279963082958,0.212396209505082,-6.60463590239362,3.98495502794946e-11,1.31723960243027e-09
"ABCG2","ENSG00000118777","ATP binding cassette subfamily G member 2 (Junior blood group) [Source:HGNC Symbol;Acc:HGNC:74]",209.049253101372,-0.560477234677093,0.143253520122617,-3.91248490227224,9.1351251010465e-05,0.000677426773205834
"ABCG4","ENSG00000172350","ATP binding cassette subfamily G member 4 [Source:HGNC Symbol;Acc:HGNC:13884]",140.586336219679,-0.36633165067371,0.1819263824822,-2.01362576266008,0.0440488395101967,0.113058445503125
"ABCG5","ENSG00000138075","ATP binding cassette subfamily G member 5 [Source:HGNC Symbol;Acc:HGNC:13886]",1.71741120605671,-3.00844447541724,1.8142466005128,-1.65823349183452,0.0972703471891598,.
"ABCG8","ENSG00000143921","ATP binding cassette subfamily G member 8 [Source:HGNC Symbol;Acc:HGNC:13887]",1.73302068259441,-1.74466007328456,1.86341477302567,-0.936270388396525,0.349133990249479,.
"ABHD1","ENSG00000143994","abhydrolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17553]",44.2981245721998,-0.315470124295421,0.324687724991043,-0.971610874122588,0.331244170718209,0.49948846421178
"ABHD10","ENSG00000144827","abhydrolase domain containing 10, depalmitoylase [Source:HGNC Symbol;Acc:HGNC:25656]",2173.41881026397,0.142035314356489,0.072946902616159,1.947105487177,0.0515220893041323,0.127540978239165
"ABHD11","ENSG00000106077","abhydrolase domain containing 11 [Source:HGNC Symbol;Acc:HGNC:16407]",495.217133447369,-0.372574633182585,0.101082653638933,-3.68584143540021,0.000227948249527989,0.00148611162596174
"ABHD11-AS1","ENSG00000225969","ABHD11 antisense RNA 1 (tail to tail) [Source:HGNC Symbol;Acc:HGNC:18289]",1.86087841347484,-0.907898822421615,1.50564675197596,-0.602995902744201,0.546511414904754,.
"ABHD12","ENSG00000100997","abhydrolase domain containing 12, lysophospholipase [Source:HGNC Symbol;Acc:HGNC:15868]",963.585937483782,0.39603627225688,0.0816933571824835,4.84783935825075,1.24813403788775e-06,1.5870371748386e-05
"ABHD13","ENSG00000139826","abhydrolase domain containing 13 [Source:HGNC Symbol;Acc:HGNC:20293]",606.996501380717,-0.0501470455245586,0.0940907070571251,-0.53296491325241,0.59405786866146,0.734347791814485
"ABHD14A","ENSG00000248487","abhydrolase domain containing 14A [Source:HGNC Symbol;Acc:HGNC:24538]",101.368408648678,-0.0528312104957825,0.219902591098492,-0.240248240058799,0.810137818396286,0.890183262366837
"ABHD14B","ENSG00000114779","abhydrolase domain containing 14B [Source:HGNC Symbol;Acc:HGNC:28235]",493.725923706948,0.208804814428333,0.117495147485449,1.77713564259488,0.0755459250993114,0.170150844914834
"ABHD15","ENSG00000168792","abhydrolase domain containing 15 [Source:HGNC Symbol;Acc:HGNC:26971]",468.170839914062,0.0436061858248806,0.0989724004010029,0.440589352670068,0.659510312365742,0.783404863744489
"ABHD16A","ENSG00000236063","abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]",461.890661751839,0.296551731207817,0.0977648887171496,3.03331528424066,0.00241882741430589,0.0108078523752247
"ABHD16A","ENSG00000231488","abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]",461.890661751839,0.296551731207817,0.0977648887171496,3.03331528424066,0.00241882741430589,0.0108078523752247
"ABHD16A","ENSG00000206403","abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]",461.890661751839,0.296551731207817,0.0977648887171496,3.03331528424066,0.00241882741430589,0.0108078523752247
"ABHD16A","ENSG00000204427","abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]",461.890661751839,0.296551731207817,0.0977648887171496,3.03331528424066,0.00241882741430589,0.0108078523752247
"ABHD16A","ENSG00000224552","abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]",461.890661751839,0.296551731207817,0.0977648887171496,3.03331528424066,0.00241882741430589,0.0108078523752247
"ABHD16A","ENSG00000230475","abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]",461.890661751839,0.296551731207817,0.0977648887171496,3.03331528424066,0.00241882741430589,0.0108078523752247
"ABHD16A","ENSG00000235676","abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]",461.890661751839,0.296551731207817,0.0977648887171496,3.03331528424066,0.00241882741430589,0.0108078523752247
"ABHD16B","ENSG00000183260","abhydrolase domain containing 16B [Source:HGNC Symbol;Acc:HGNC:16128]",1.31644416291795,-0.420592394461705,1.59076859056036,-0.264395712209498,0.791475015172524,.
"ABHD2","ENSG00000140526","abhydrolase domain containing 2, acylglycerol lipase [Source:HGNC Symbol;Acc:HGNC:18717]",2097.45364271488,0.220307653527304,0.0608231905182688,3.62209959145653,0.000292221569208735,0.00184926855365658
"ABHD3","ENSG00000158201","abhydrolase domain containing 3, phospholipase [Source:HGNC Symbol;Acc:HGNC:18718]",686.751264863436,-0.0405067772257152,0.0905886391916021,-0.447150741938403,0.654766224149996,0.779736935336067
"ABHD4","ENSG00000100439","abhydrolase domain containing 4, N-acyl phospholipase B [Source:HGNC Symbol;Acc:HGNC:20154]",461.441432412918,0.16178453979416,0.105007736853328,1.5406916160867,0.123391858253708,0.245879606614665
"ABHD5","ENSG00000011198","abhydrolase domain containing 5, lysophosphatidic acid acyltransferase [Source:HGNC Symbol;Acc:HGNC:21396]",937.328240775437,0.25630293462609,0.0893852979558163,2.8673947560457,0.00413866429336056,0.0168144059784649
"ABHD6","ENSG00000163686","abhydrolase domain containing 6, acylglycerol lipase [Source:HGNC Symbol;Acc:HGNC:21398]",244.645937940153,0.0126613629349917,0.129146021101896,0.0980391252240121,0.921901225562813,0.957149770958241
"ABHD8","ENSG00000127220","abhydrolase domain containing 8 [Source:HGNC Symbol;Acc:HGNC:23759]",541.460044120596,-0.213888201696414,0.103533811163516,-2.06587779675771,0.0388400198545681,0.10265593619882
"ABI1","ENSG00000136754","abl interactor 1 [Source:HGNC Symbol;Acc:HGNC:11320]",1526.69918737569,0.360640251927782,0.0715891099046129,5.03764123353828,4.713037792071e-07,6.71143493470349e-06
"ABI2","ENSG00000138443","abl interactor 2 [Source:HGNC Symbol;Acc:HGNC:24011]",3996.00403926793,-0.266536987990699,0.0533309693353606,-4.99779005167967,5.79910723779314e-07,8.12397926477495e-06
"ABI3","ENSG00000108798","ABI family member 3 [Source:HGNC Symbol;Acc:HGNC:29859]",2.38697825400655,0.455620997300698,1.30050426506609,0.350341793979079,0.726082203213439,.
"ABI3BP","ENSG00000154175","ABI family member 3 binding protein [Source:HGNC Symbol;Acc:HGNC:17265]",40.7900980372836,-0.302213109771351,0.348124517518474,-0.868117856006261,0.385329816912408,0.552615529913336
"ABL1","ENSG00000097007","ABL proto-oncogene 1, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:76]",2763.60417340323,0.0999066374893199,0.0558458455095868,1.78897170555273,0.0736193724389079,0.167079611167538
"ABL2","ENSG00000143322","ABL proto-oncogene 2, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:77]",1755.78005845498,0.0593732335478686,0.0738551368155128,0.803914745919171,0.421446213266733,0.588177180139415
"ABLIM1","ENSG00000099204","actin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:78]",2728.21122269014,-0.347603146085087,0.0564446129034209,-6.15830507474381,7.35276116311039e-10,1.93286797682036e-08
"ABLIM2","ENSG00000163995","actin binding LIM protein family member 2 [Source:HGNC Symbol;Acc:HGNC:19195]",41.7730594647397,-0.0263386712800555,0.312151524651654,-0.0843778396067366,0.932756025876156,0.962499124416283
"ABLIM3","ENSG00000173210","actin binding LIM protein family member 3 [Source:HGNC Symbol;Acc:HGNC:29132]",95.035130581639,-0.443303069987416,0.22113504295769,-2.00467128166671,0.0449982006331767,0.114850928492884
"ABO","ENSG00000175164","ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase [Source:HGNC Symbol;Acc:HGNC:79]",1.71386511694866,-1.10787917586314,1.44024974492253,-0.769227128676026,0.441758488245681,.
"ABO","ENSG00000281879","ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase [Source:HGNC Symbol;Acc:HGNC:79]",1.71386511694866,-1.10787917586314,1.44024974492253,-0.769227128676026,0.441758488245681,.
"ABP1",.,.,1.36873584609606,-1.04876563060604,1.80605380795708,-0.580694565126135,0.561446325305989,.
"ABR","ENSG00000159842","ABR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:81]",1927.54632753945,-0.00641037278455527,0.0657580858686811,-0.0974841755180768,0.922341900479923,0.957150742492558
"ABR","ENSG00000276016","ABR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:81]",1927.54632753945,-0.00641037278455527,0.0657580858686811,-0.0974841755180768,0.922341900479923,0.957150742492558
"ABR","ENSG00000278741","ABR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:81]",1927.54632753945,-0.00641037278455527,0.0657580858686811,-0.0974841755180768,0.922341900479923,0.957150742492558
"ABT1","ENSG00000146109","activator of basal transcription 1 [Source:HGNC Symbol;Acc:HGNC:17369]",1902.29429532896,0.242963328837028,0.06997691643468,3.47204965888747,0.000516500785517675,0.00297639325066862
